authorName,googleMapsPlaceId,placeAddress,placeName,placeUrl,provider,reviewDate,reviewId,reviewImages/0,reviewImages/1,reviewImages/2,reviewImages/3,reviewImages/4,reviewImages/5,reviewImages/6,reviewImages/7,reviewImages/8,reviewImages/9,reviewImages/10,reviewImages/11,reviewImages/12,reviewImages/13,reviewImages/14,reviewImages/15,reviewImages/16,reviewRating,reviewText,reviewTitle,reviewUrl
jto3d,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2019-02-12T00:00:00.000Z,651921831,,,,,,,,,,,,,,,,,,5,Our meal started with chips and guacamole. The guacamole was outstanding but the chips were thin and small and couldn’t hold the guacamole. The rest of the meal was outstanding..  my turkey burger was very tasty.  My wife said it was one of the best pieces of salmon she has tasted.  The staff had no problem preparing our meals with specific request. They also have a wide variety of fruit juices.  Make sure you bring cash - they don’t take credit cards.,Go beyond the chips.,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r651921831-Pure_Bistro-Brooklyn_New_York.html
Christian-Jacqu... F,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2018-10-24T00:00:00.000Z,627839713,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/26/00/71/20181024-125258-largejpg.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/26/00/70/20181024-134046-largejpg.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/26/00/6f/20181024-134029-largejpg.jpg,,,,,,,,,,,,,,,4,"Pas facile à trouver, mais vaut le déplacement.  Dans un cadre agréable, un service de qualité et des plats excellents.",Joli cadre et bon repas ,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r627839713-Pure_Bistro-Brooklyn_New_York.html
Edgar Fernando Avila,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2018-09-26T00:00:00.000Z,619868767,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d2/a4/da/photo3jpg.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d2/a4/d8/photo2jpg.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d2/a4/d7/photo1jpg.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d2/a4/d6/photo0jpg.jpg,,,,,,,,,,,,,,4,"Íbamos de camino para el Downtown de Brooklyn y encontramos este sitio que parecía muy agradable. Ordenamos la sopita del día, un tartare de atún, un wrap y sándwich.
Las porciones generosas y con un sabor exquisito, lo único que pudo haber sido mejor, fue el tartare, pues el atún no estaba tan fresco como esperaba y desmejoró en algo su sabor... todo lo demás estuvo genial. Si no hablas inglés y eres hispanohablante, no es problema, el personal habla español perfectamente.",Buena comida ,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r619868767-Pure_Bistro-Brooklyn_New_York.html
SantiagoGN,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2017-12-28T00:00:00.000Z,549727616,,,,,,,,,,,,,,,,,,5,"Con luz tenue y un decorado simple, esto es auténtico Brooklyn: Comida excelente a precios razonables (no com Manha...) La tilapia es increíble y la hamburguesa es deliciosa. Se siente la calidad de los ingredientes y el cariño en su preparación. Este lugar tendrá siempre un lugar especial para nosotros.",Un lugar hogareño,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r549727616-Pure_Bistro-Brooklyn_New_York.html
Dave R,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2017-10-13T00:00:00.000Z,532631938,,,,,,,,,,,,,,,,,,4,Dropped in for a quick breakfast..... Food was good and gluten free options as well. Coffee was good. Service very good. ,Quick Breakfast.... Decent food and value,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r532631938-Pure_Bistro-Brooklyn_New_York.html
eugenia27,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2017-06-25T00:00:00.000Z,496013770,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/d3/de/spicy-jack-wrap.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/d3/e7/fresh-cut-fries.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/d3/f2/cute-sign.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/d3/f4/cool-interior.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/d3/f8/coffee-station.jpg,,,,,,,,,,,,,4,"Let me tell you something, PURE Bistro serves PURE food. It's that simple. Everything here seems to be organic, fresh, and local. And you can taste the difference no matter how simple the dish. They can make it into perfection.

My friend and I happened to stop by on a lunch rush and this tiny bistro was packed packed packed. We figured it would be worth the wait since so many people all seemed to be migrating to this one location. We were certainly right.

The foods are definitely plentiful so you're getting what you're paying for. And the dish looks and tastes as fresh as can be. This bistro knows what's up in cooking with the best ingredients and making it into the best it can be. And the foods aren't even that complicated here. I think that's what I like so much about it. It's all simple dishes but it tastes really, really good. Simple but very flavorful, and healthy! That's an added plus!

The only downside was the wait, of course. There was a rush when we came in but we were the last to be served and to leave. I think we had to wait at least a good 30 minutes for our food but we're not complaining too much because it was all worth the wait. Not to forget but the interior art of this place is pretty cool to look at, so we were entertained. 

NOTE: Avoid lunch rushes or dinner rushes because it WILL be packed and the wait can get lengthy. I suggest coming a little later around 2 or 3 to avoid the crowds so you can eat leisurely and not so rushed.",PURE Food,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r496013770-Pure_Bistro-Brooklyn_New_York.html
acesss,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2017-05-07T00:00:00.000Z,482306213,,,,,,,,,,,,,,,,,,2,"Venus en famille pour prendre un brunch, nous avons été déçus par la qualité des plats proposés; mis à part les jus de fruits frais qui sont bons, les assiettes sont assez moyennes, selon nous.",endroit plutôt sympathique mais brunch moyen,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r482306213-Pure_Bistro-Brooklyn_New_York.html
crapschick,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2017-03-16T00:00:00.000Z,467798077,,,,,,,,,,,,,,,,,,4,"It was a good stop on our way to a concert at the Barclay Center for a concert.  A nice, cozy place with wraps, salads, burgers, apps, etc.  We had the buffalo chicken cubes to start, which were good.  Maybe a tiny bit overcooked, but good.  The sandwiches were good as well as the mashed and baked potatoes.

It's a healthy place so there are gluten-free and vegan options.

The service was terrific.","Good.  Fantastic?  No, but good.",https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r467798077-Pure_Bistro-Brooklyn_New_York.html
Nancy B,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2017-02-19T00:00:00.000Z,461294375,,,,,,,,,,,,,,,,,,4,"We were a larger group of 18, and even though this restaurant is small, the accommodated us and took reservations.  The menu had many options, making it hard to make a tasty decision.  I settled on the Hawaiian burger, which was a 6 oz salmon fillet topped with a grilled pineapple and teriyaki sauce on a very fresh pumpkin seeded bun, which was served with a nice mixed greens salad.  The server took each of our outriders, customizing and answering questions as she went down the long table that we were seated at, and she wasn't flustered at all.   Although their beer menu was a tad short, we all enjoyed a nice meal before the Islanders-Devils game.   Everyone was say8ing how delicious their food was and how much they enjoyed it.  ",Quite a tasty find!,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r461294375-Pure_Bistro-Brooklyn_New_York.html
chipwig,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-11-29T00:00:00.000Z,440937106,,,,,,,,,,,,,,,,,,4,"down the street (5th Ave) from the Barclay Center are several blocks which contain small restaurants. Pure was the only one I saw with Breakfast all day. A very neat , modern serving area, and very good service was an added benefit. So at 6:30 pm I was able to order a very good, reasonably price omelet, and very good coffee. Toast and a few greens came with the omelet. My spouse ordered a chick wrap which was also well prepared. Free water served in a jar was also a nice touch. Would return.","A nest place,",https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r440937106-Pure_Bistro-Brooklyn_New_York.html
Vivian_03,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-11-27T00:00:00.000Z,440481698,,,,,,,,,,,,,,,,,,4,"I ate here with my husband and our adult daughter for brunch.  We prefer healthful foods that are not loaded with unhealthy fats or have too much salt but that have lots of fruits and veggies as sides.  We were not disappointed.  The food was excellent and the variety was great.  The coffee could have been better and they only accept cash and American Express, hence only a four circle rating.

I had the whole wheat pancakes with fresh berry topping.  These are the best whole wheat pancakes I have eaten in a long time.  They were not dense but had a great texture - being light but not turning to mush in your mouth.  The berry topping was actually just freshly cut up strawberries and blueberries artistically arranged on the pancakes and plate.  They are served with real maple syrup.  I also order the PURE salad - a mixed green salad with roasted red peppers, thin red onion strips, avocado and blue cheese dressing (I requested the dressing served on the side.)  Some of the lettuce leaves were too wet for me but I simply picked them out.

Our daughter ordered the salmon burger on a gluten free bun that was topped with grilled pineapple and teriyaki sauce.  The salmon burger was actually just a piece of salmon, not a ground-up-filled-with-seasonings style of fish.  There was a small green salad on the side.  

My husband ordered the Mediterranean Morning Wrap substituting egg whites for the whole eggs.  It was filled with plenty of spinach, feta, and egg whites on a whole wheat pita.  It was served with sweet potato home fries which were good but not crunchy.",Healthful food that actually tastes delicious!,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r440481698-Pure_Bistro-Brooklyn_New_York.html
Tuukka N,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-08-26T00:00:00.000Z,411152533,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b6/40/a5/photo0jpg.jpg,,,,,,,,,,,,,,,,,5,We just walked in and had the best burgers of our stay in NYC. Lovely staff and nice atmosphere! Straight 10/10! Big big up!,Unbelievable food,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r411152533-Pure_Bistro-Brooklyn_New_York.html
ashby17,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-08-24T00:00:00.000Z,410228902,,,,,,,,,,,,,,,,,,5,"People were nice and helpful. Food tasty, not expensive. Went back 2d time, it was that pleasant.  They feature wraps and salads. We enjoyed both dinner and lunch there","simple delicious salad, sandwiches etc",https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r410228902-Pure_Bistro-Brooklyn_New_York.html
Cara D,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-08-14T00:00:00.000Z,405482102,,,,,,,,,,,,,,,,,,4,"We waited a very very long time for our food, but we understood because there were a lot of people trying to eat. Once we got our food we were all pleasantly surprised at how delicious it was! ",Delish!,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r405482102-Pure_Bistro-Brooklyn_New_York.html
Michael C,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-06-29T00:00:00.000Z,387636079,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/45/dd/img-20160629-1315183.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/45/de/img-20160629-1315309.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/45/df/img-20160629-1314435.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/45/e0/img-20160629-1314514.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/45/e1/img-20160629-1219529.jpg,,,,,,,,,,,,,5,"Business lunch with my two associates today and one of them did a search and found this place. 

Very hip,  cool and contemporary.   It's surprisingly larger than expected.   

Menu is fresh and imaginative.   Nika, our server was friendly and professional.  Bottle of tap water with three glasses served right up.  I like that as we don't have to rely on servers to refill our glasses.  Wish more restaurants did that. 

Menu has starters like ""mom's guacamole"" and ""pop's hummus"" along with spicy sliders and quesadilla.  We split the hummus.  Delicious.   

I had the Greek salad with grilled chicken. Plenty of fresh salads on the menu.  

One associate ordered the Italiano panini, grilled chicken baby spinach, sun dried tomato, mozzarella and balsamic vinegarette.  He raved about it. 

The other ordered the viventi panini which was grilled chicken, fresh mozzarella, roasted peppers, and pesto on a multi grain panini.  Loved it!

Ambiance is laid back, beautifully decorated brick walls and wood tables with plenty of elbow room.  Low noise level Manes conversation easy. 

If you're in the Park Slope neighborhood stop by and enjoy Pure Bistro.  Tell Nika that Michael sent you!  Enjoy
","Excellent food! Cool ambiance, great service!",https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r387636079-Pure_Bistro-Brooklyn_New_York.html
rogerhlobo,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-02-10T00:00:00.000Z,346637646,,,,,,,,,,,,,,,,,,5,"Ótima comida, atendimento simpático e ambiente agradável. Fomos ao Pure Bistrô por acaso é a satisfação nao poderia ser maior. Além de ótimos pratos, o cheese cake e dos melhores que já comi, mesmo sem cobertura.",Excelente,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r346637646-Pure_Bistro-Brooklyn_New_York.html
mjparty_88,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2016-01-08T00:00:00.000Z,338425288,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/fb/b8/2b/photo0jpg.jpg,,,,,,,,,,,,,,,,,5,"Me and my girlfriend were on holiday in New York for over a week, struggling with the portion sizes and the amount of oil and junk in many of the restaurants we are at. We both liked travelling out to Brooklyn, so for our last night in in New York we chose to come to Pure Bistro. Finally, on our last day we found quality burgers that were juicy without being drowned in sauce. Tasty buns, and an excellent salad accompaniment (not fries for a change - yay!). The service was polite and helpful. And their blueberry and banana smoothie was a winner!! Reasonably priced too. Top marks. ",Excellent Burgers,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r338425288-Pure_Bistro-Brooklyn_New_York.html
Cliff D,ChIJodEjBqxbwokROc2GBFiBeMc,"88 5th Ave, Brooklyn, NY 11217-4644",Pure Bistro,https://www.tripadvisor.com/Restaurant_Review-g60827-d3266418-Reviews-Pure_Bistro-Brooklyn_New_York.html,tripadvisor,2015-12-28T00:00:00.000Z,335550599,,,,,,,,,,,,,,,,,,5,This is one of my favorite places to eat in Brooklyn.  The menu is great and inexpensive.  The food is relatively healthy and the staff is attentive and kind.,Excellent!,https://www.tripadvisor.com/ShowUserReviews-g60827-d3266418-r335550599-Pure_Bistro-Brooklyn_New_York.html
The_Twit,ChIJ2X4lr2RbwokRT2ZR3a9IGhM,"141 Lawrence St, Brooklyn, NY 11201-5208",Sound + Fury Brewery And Kitchen,https://www.tripadvisor.com/Restaurant_Review-g60827-d27960233-Reviews-Sound_Fury_Brewery_And_Kitchen-Brooklyn_New_York.html,tripadvisor,2024-11-14T00:00:00.000Z,980451935,,,,,,,,,,,,,,,,,,5,"We went on a Sunday night and it was pretty dead, but we still enjoyed excellent IPAs, ""No Sleep Til Brooklyn"" flatbread (gotta love a Beastie Boys reference), and the best meatballs I've ever had. The bar itself is a gorgeous artistic wooden masterpiece.","Went for the beer, stayed for the meatballs!",https://www.tripadvisor.com/ShowUserReviews-g60827-d27960233-r980451935-Sound_Fury_Brewery_And_Kitchen-Brooklyn_New_York.html
Alan304,ChIJ2X4lr2RbwokRT2ZR3a9IGhM,"141 Lawrence St, Brooklyn, NY 11201-5208",Sound + Fury Brewery And Kitchen,https://www.tripadvisor.com/Restaurant_Review-g60827-d27960233-Reviews-Sound_Fury_Brewery_And_Kitchen-Brooklyn_New_York.html,tripadvisor,2024-06-17T00:00:00.000Z,955494727,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/96/e1/5f/caption.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/96/e1/60/caption.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/96/e1/61/caption.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/96/e1/62/caption.jpg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/96/e1/63/caption.jpg,,,,,,,,,,,,,5,The room has a high ceiling and comfortable seating. In addition to beer they offer an interesting assortment of cocktails. The pizzas are also creative. Everything was very good and the Shishito Peppers alone are why we will return. The service is attentive. Our only complaint is that we asked for the Peppers to come out as an appetizer before the pizza but they were served at the same time.,Rounded up to 5 because the Shishito Peppers were so good!,https://www.tripadvisor.com/ShowUserReviews-g60827-d27960233-r955494727-Sound_Fury_Brewery_And_Kitchen-Brooklyn_New_York.html
Maria D,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2024-12-05T00:00:00.000Z,983258781,,,,,,,,,,,,,,,,,,3,On Dec 3 my kids and I were seated at the back by the exit someone started banging on the door but we ignored it since we don’t work there they kept banging finally one of the servers opened the door and told this man and his wife that was not the entrance but let them in anyway they had to squeeze past us since the table is so close to the door and neither these entitled people nor the staff excused themselves or anything they just squeezed by as we were eating I didn’t want to make a big deal about it since I was there with my kids but I really think the staff should have handled that better I wonder had it been me with my kids banging on that door would they had let us in and I really don’t think so,Not the worst thing to happen but it still shouldn’t have happened,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r983258781-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Frank,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2024-07-07T00:00:00.000Z,958396932,,,,,,,,,,,,,,,,,,4,"Been to this diner about 100 times (lol). A delicious breakfast spot. Standard menu, plenty of parking. Lunch and or dinner can’t go wrong with a burger or wrap either.",Stop By!,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r958396932-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Mmc29,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2024-06-02T00:00:00.000Z,953472454,,,,,,,,,,,,,,,,,,5,"We had a great meal with 12 people. The service was fantastic and all 12 meals were served at the same time so we could all begin eating together. 
The food was great, very large portions and there were no errors with the order.
I wish that I could have the same dining experience when I go out to more expensive restaurants.",Great service and food,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r953472454-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Karen F,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2024-04-06T00:00:00.000Z,945623565,,,,,,,,,,,,,,,,,,1,I will never order from this diner again.  I order at least once a week and 80% of the time the order is wrong.  I call and the owner is never there.  I speak to the manager who tells me he will make up for it next order and it never happens.  I am really tired of paying for food and I don’t receive it.  This is the LAST time they will be receiving my money.  Good bye,Horrible order,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r945623565-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Sherri,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2023-08-31T00:00:00.000Z,914160828,,,,,,,,,,,,,,,,,,5,"Don't let the label ""diner"" fool you - this is a bona fide restaurant with nice decor, comfortable seating, and good food. We have found it is easier to get accommodations for dietary limitations at non-chain restaurants, and they were great about my son's limitations. Very nice breakfast. Would go again in a heartbeat. ",Not your typical diner experience,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r914160828-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Frank O,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2022-10-19T00:00:00.000Z,865212728,,,,,,,,,,,,,,,,,,5,Had lunch here with the hubby.  Clean diner with friendly staff.  Good food large portions. You will not be disappointed.,Very Satisfied!,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r865212728-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Paul N,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2021-12-30T00:00:00.000Z,823504343,,,,,,,,,,,,,,,,,,1,"Stay far away from this Diner  !!!!!    ..............We gave this place many chances, BUT every time the food just got worse !  We both ordered Hamburgers and went home sick to our stomach. I really think the Board of Health really needs to visit this place !! AND their prices are ridiculous ..do they really think the place is that fancy to charge those prices !!  And the price on the menu does not match the price you get on your check...like five dollars more each.  We will be contacting the Board of Health because I heard they leave the food out at room temperature and that's why we both got sick !   Don't take your loved one or family to this place to get sick ...just stay far away and maybe some day we will see it all boarded up and closed down !!!",Food SUCKS  !!!,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r823504343-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Cody L,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2021-06-16T00:00:00.000Z,792801299,,,,,,,,,,,,,,,,,,2,"Waitress did not come around , food was overpriced and tasted just okay,no refills , poor customer service and didn’t bring check",Lousy overpriced,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r792801299-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Ryan D,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2021-06-10T00:00:00.000Z,791929452,,,,,,,,,,,,,,,,,,1,"DO NOT ORDER ANY FOOD FROM THIS PLACE! 
I know someone who use to wait tables here and from what I heard the kitchen is not kept clean at all. They leave food out at room temperature, and some of the cooks don't wash thier hands. I was also told that certain workers, including a couple of the managers would even eat food, sometimes customers. Behind the back of the kitchen, or in the bathroom just so they wouldn't get caught . I cannot believe that they have not been shut down yet.",DO NOT EAT HERE!,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r791929452-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
Megadea21,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2020-01-11T00:00:00.000Z,738534835,,,,,,,,,,,,,,,,,,5,"O local fica numa região não tão conhecida em NY - Staten Island porém a comida segue o padrão de hambúrguer gigante americano. Gostoso.
Bom atendimento, um pouco cheio nos horários de pico. Recomendo e volto.",Local diferente em Staten Island,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r738534835-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
M G,ChIJM394XltMwokRgDFRuzhm5vk,"2944 Victory Blvd, Staten Island, NY 10314-6606",Mike's Unicorn Diner,https://www.tripadvisor.com/Restaurant_Review-g48682-d4106267-Reviews-Mike_s_Unicorn_Diner-Staten_Island_New_York.html,tripadvisor,2020-01-01T00:00:00.000Z,736159710,,,,,,,,,,,,,,,,,,5,"Mike's Unicorn Diner has very good food & is clean.
Their egg omelettes are really quite good !
Staff is very polite, also.
Staff is very polite.",Mike's Unicorn Diner has very good food & is clean,https://www.tripadvisor.com/ShowUserReviews-g48682-d4106267-r736159710-Mike_s_Unicorn_Diner-Staten_Island_New_York.html
