authorName,googleMapsPlaceId,placeAddress,placeName,placeUrl,provider,reviewDate,reviewId,reviewImages/0,reviewImages/1,reviewImages/2,reviewImages/3,reviewImages/4,reviewImages/5,reviewImages/6,reviewImages/7,reviewImages/8,reviewImages/9,reviewImages/10,reviewImages/11,reviewImages/12,reviewRating,reviewText,reviewTitle,reviewUrl
MelissaWP,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-09-19T00:00:00.000Z,810735912,,,,,,,,,,,,,,4,"After ending the free walking tour of downtown Denver at Union Station, we stopped here because it was across the street and was recommended by someone.  My husband ordered the shrimp po' boy sandwich and some beers.  The sandwich was good with ample amount of shrimp and very thick (too much, had to tear some off) bread.  The service was efficient except that it took a bit long to check out and pay.",good lunch option across from Union Station,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r810735912-Wynkoop_Brewing_Company-Denver_Colorado.html
John bridger,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-09-12T00:00:00.000Z,809687003,,,,,,,,,,,,,,4,"Really enjoyed my brew and burger here.
No real WOW factor , but beer was good and
Burger was inexpensive and tasty. Just felt
It was rather stuck in the 80s and nothing 
Really stood out . Thankfully , did not want a Tee
Shirt as the gift nook was rather barren.
Nothing bad , just felt it could be a little better .","NICE BREWPUB , BUT NOTHING SPECIAL",https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r809687003-Wynkoop_Brewing_Company-Denver_Colorado.html
u2fan56,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-09-12T00:00:00.000Z,809674001,,,,,,,,,,,,,,5,My wife and I went to Wynkoop recently while on vacation in Denver.  It was a great choice.  We went for lunch on a Sunday.  We were able to sit outside in large area which was great because it was a very nice day.  We started with the queso/salsa and chips.  Both were excellent.  My wife had the green chicken chile.  She loved it but large portion for bowl but great stuff.  I had the fish and chips and excellent.  Great service and selection of beers and cocktails.  Great experience and highly recommend.,Great lunch choice,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r809674001-Wynkoop_Brewing_Company-Denver_Colorado.html
Pinevalleyite,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-09-11T00:00:00.000Z,809406522,,,,,,,,,,,,,,5,"We wanted to eat outside but not necessarily on the street. This restaurant along with a few along this route, has a elevated outdoor eating area (inside too) which fit the bill. Our server, Brittni was wonderful. We were in the mood for nachos so we each got a plate with a cup of green chili to top them off. Hubby had a beer called ""Move Your Car."" He loves craft beers and was in quite the dilemma choosing from beers at this brewing company. ",Great Nachos!,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r809406522-Wynkoop_Brewing_Company-Denver_Colorado.html
Edward,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-08-16T00:00:00.000Z,804359295,,,,,,,,,,,,,,5,A brew restaurants like many towns have. An old building with great food and service.  Nothing fancy but  lots of good food. Wife had ribs which come with everything under the sun. Not the fastest service I have ever had but I would return in a heartbeat if I was in the area. Very near Coirs Field.,Lots of good food and happy servers,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r804359295-Wynkoop_Brewing_Company-Denver_Colorado.html
NKDarien,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-08-05T00:00:00.000Z,802012857,,,,,,,,,,,,,,3,"We stopped here for a late lunch due to the location and it looked kind of lively on a mid-week mid-afternoon day. They were ""out of"" the chicken parm sandwich, and waitress recommended the traditional one. Chicken patty was large and skin was super thick and cooked until it was a rock hard. Not great. Service was very slow, as seems to be the case at many places these days due to staff issues.",Burnt Chicken - Not My Fave,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r802012857-Wynkoop_Brewing_Company-Denver_Colorado.html
TravelerNotTourist30,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-07-02T00:00:00.000Z,795209962,,,,,,,,,,,,,,3,Great location in LoDo to try some local brews. Patio seating was nice. Limited food options for vegetarians.,Great location,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r795209962-Wynkoop_Brewing_Company-Denver_Colorado.html
Ron S,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-05-14T00:00:00.000Z,788783107,,,,,,,,,,,,,,3,"The beer and food are always.good but is it enough ? Not always. I had not been in awhile so on the way to the airport, I stopped. The service was below par and they were not that that busy at 6 p.m. The waitress did not seem invested in me being there and displayed a tart attitude. She tried to make up for it but it was too late. I had the Mile High Beer and it was delish. My entree was fish and chips which is a favorite of mine. Hopefully, by the end of the year more options, better service, and better ambiance will show.",Maybe Maybe Not,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r788783107-Wynkoop_Brewing_Company-Denver_Colorado.html
KYW2013,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-03-22T00:00:00.000Z,785031438,,,,,,,,,,,,,,3,We wanted to visit the oldest brewpub in Denver. We found our server great but the beer pretty traditional and not as interesting as many other breweries these days. We wanted to try the one different beer—yam beer— but they were out.,Traditional beer selection ,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r785031438-Wynkoop_Brewing_Company-Denver_Colorado.html
usnwalker,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2021-03-21T00:00:00.000Z,784973526,,,,,,,,,,,,,,5,"Came here for some drinks yesterday and we were seated outside as it was a beautiful day. We had beer flights and a few shots, everything was great and out server was super nice and accommodating. Will be returning!",Great beer and staff,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r784973526-Wynkoop_Brewing_Company-Denver_Colorado.html
Ryan H,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2020-06-29T00:00:00.000Z,758492277,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/78/fc/1a/photo0jpg.jpg,,,,,,,,,,,,,4,Visited from Florida. Awesome selection of beer and tasty food. In a convenient location as well. It’s close to Union Station. ,Very Good,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r758492277-Wynkoop_Brewing_Company-Denver_Colorado.html
Alan,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2020-05-26T00:00:00.000Z,755445374,,,,,,,,,,,,,,5,Very good. Ate here while here on a trip to TEX from ATL. Great brews and a chill atmosphere. Keep it up!,Very good,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r755445374-Wynkoop_Brewing_Company-Denver_Colorado.html
Dee Dee,ChIJ9Y1c-ii9wIcRVtmteEDF_3o,"928 E Old 56 Hwy, Olathe, KS 66061",La Fresca Crepes & Ice Cream,https://www.tripadvisor.com/Restaurant_Review-g38954-d26496188-Reviews-La_Fresca_Crepes_Ice_Cream-Olathe_Kansas.html,tripadvisor,2024-05-16T00:00:00.000Z,951154431,,,,,,,,,,,,,,5,"You have got to go visit this place for ice cream and crêpes. I had the #3 and it was out of this world. Clean, friendly service, and great atmosphere. Highly impressed by the owner’s interaction with the customers.",Homemade crêpes and ice cream!,https://www.tripadvisor.com/ShowUserReviews-g38954-d26496188-r951154431-La_Fresca_Crepes_Ice_Cream-Olathe_Kansas.html
MauricioBabilonia,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2015-10-21T00:00:00.000Z,320743050,,,,,,,,,,,,,,4,I worked from here for a few hours and had excellent coffee and a pastry. Everything was very good and the service provided was great. I would easily work here again.,Excellent for a coffee and a pastry,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r320743050-Argentina_Bakery-Irving_Texas.html
ann m,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2015-08-19T00:00:00.000Z,301229599,,,,,,,,,,,,,,3,"Have been going there for a year great food..Recently visited at a lunch time around 11;30am bad service dirty dishes had to tell employee to wash the utensil  before trying to use it on my frappe.note to owner  please look into this.My spinach empanadas were burnt spinach was so dry.Your employees can make you or break you Went there August 19,2015",PLease train your employees,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r301229599-Argentina_Bakery-Irving_Texas.html
MochileroBurton,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2015-08-05T00:00:00.000Z,296148735,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8f/9b/a5/polvorones.jpg,,,,,,,,,,,,,5,"I wish I knew about this place sooner. Argentina Bakery is an amazing little cafe.  They have a very good selection of sweets including some I have only ever found in South America or Spain.  My favorite by far are the polvorones especially with a nice latte.  

They also have some excellent empanadas: beef with egg, beef and jalapeños, chicken, and ham and cheese.  The chicken are my favorite.  I normally go for beef empanadas, but you really should try their chicken empanadas.

Argentina Bakery also sells a small selection of groceries such as mate, dulce de leche and morcilla.  In fact this is the only place I have been able to find morcilla in DFW.

I cannot not recommend this place enough.  If you are in DFW you really should stop by Argentina Bakery.",Exceptional!,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r296148735-Argentina_Bakery-Irving_Texas.html
TravelCurrent,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2015-07-25T00:00:00.000Z,292350647,,,,,,,,,,,,,,5,"Argentina Bakery is a very special and unique place in Irving. When I lived in Irving, I would frequent this bakery on special evenings for a desert or on a weekend for breakfast. Now that I live out of town, whenever I am in the Irving/Dallas area, I always try to stop buy. Their delicious empanadas, fresh pastries, and special deserts that are lightly sweet are some of my favorite items to order. Truly a unique find in Irving, Texas!",Fantastic!,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r292350647-Argentina_Bakery-Irving_Texas.html
Althea M,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2015-06-30T00:00:00.000Z,284551932,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/44/17/50/some-amazingly-beautiful.jpg,,,,,,,,,,,,,5,"The Argentina Bakery is another of Irving's best kept secrets. The cakes & pastries are amazingly beautiful & delicious. The cappuccino is the best I've had since Del Mar, CA. However, the empanadas are better than the ones I had in Buenos Aires. The Bakery & Coffee House is small & quiet. Not a bad place for a late lunch & a book. A great place to meet a friend. They also have free wifi. But, honestly... I hope nobody reads this & nobody goes. I like my quiet little spot to go for a late lunch & a book. (Maybe they'll open another out by the new Half Price Book Store.)",A great place for lunch,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r284551932-Argentina_Bakery-Irving_Texas.html
Martín V,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2015-04-18T00:00:00.000Z,266471761,,,,,,,,,,,,,,4,"Es una pequeña embajada de sabor argentino matutino. Íbamos en búsqueda de un Starbucks y nos encontramos con este cafecito. Aunque no son tan rápidos y efectivos como lo es el Starbucks, se compensa con la variedad y el sabor de la repostería y panadería. Muy recomendable. ",Muy bueno ,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r266471761-Argentina_Bakery-Irving_Texas.html
Lloyd71459,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2014-12-22T00:00:00.000Z,245547502,,,,,,,,,,,,,,5,Amazing.  A rare find in the metroplex.  Reminds me of the coffee houses in South Korea.  Love it and will be back.  Everyone must try a sweet here ,A Rare Find ,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r245547502-Argentina_Bakery-Irving_Texas.html
PSusana,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2014-11-26T00:00:00.000Z,241658340,,,,,,,,,,,,,,5,"This has become a regular stop in our week. The coffee is consistently good- the best in town.  We haven't tried everything, but everything we did try has been as good as it looks!  The empanadas have perfect flakey pastry.  I am getting hungry thinking about them!","Good coffee, good empanadas, good sweets every day!",https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r241658340-Argentina_Bakery-Irving_Texas.html
GeorgeAnnNeal,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2014-07-03T00:00:00.000Z,213496605,,,,,,,,,,,,,,5,"I was able to get several finger foods, such as pastries and empanadas, to take to an outdoor concert at the Botanical Gardens in Ft. Worth. My group loved each one of the various types I brought. I will return any time I need something tasty for a group or myself.",Great finger foods!,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r213496605-Argentina_Bakery-Irving_Texas.html
diealvarado,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2014-05-03T00:00:00.000Z,203878925,,,,,,,,,,,,,,5,"Cakes are delicious and they have a lot of Argentinian specialists.
Coffee is good as well. They sell also Argentinian products",Great bakery,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r203878925-Argentina_Bakery-Irving_Texas.html
Margdris,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2014-01-23T00:00:00.000Z,191821161,,,,,,,,,,,,,,4,"This place is a hidden gem.   The coffee is excellent and there are not enough visits to try everything in the case,  If you are into leche cake or other authentic Argentinian pastry this is the place.  

It is not easy to find but worth the effort.  It is behind the Target and if you are fan of Tuesday Morning make this a two stop event.  After some serous bargain hunting reward yourself with an expresso or cappuccino and make sure to try the brisket empanadas.",If you want a real pastery to go with great coffee -this is the place,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r191821161-Argentina_Bakery-Irving_Texas.html
tdtexas,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2013-11-14T00:00:00.000Z,184710542,,,,,,,,,,,,,,5,The best empanadas in the Dallas area and a comfortable place to relax with a coffee and a sweet. A great place to be. ,Great coffee shop,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r184710542-Argentina_Bakery-Irving_Texas.html
shellebelle83,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2013-10-08T00:00:00.000Z,180281299,,,,,,,,,,,,,,4,"This little gem of a place was just great. Many things to choose from, pastries, cakes, fruit tartlets, empanadas, coffee, sandwiches. The empanadas had a flaky outside, like a filo. Our favorite was the beef and jalapeño. We got half a dozen of those fresh to eat on the ride back home to TN and started on them in the parking lot... They were so good. The chicken empanadas were also good. The brisket empanadas was good. The only one we didn't love was the spinach, but it wasn't necessarily their fault. It was just straight strong spinach, as opposed to the creamy light tasting spinach dishes unusually eat. If you really like plain ole spinach then these are for you. We got several things from the pastry cases that I don't remember the name of, one that was particularly fabulous was a shortbread cookie with a fruit (jam) type center and a dusting of powdered sugar. Holy cow. The little fruit tarts were very good also. Hope we get a chance to patron this establishment again one day. ","Cafe style, pastries, empanadas",https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r180281299-Argentina_Bakery-Irving_Texas.html
Daniel F,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2013-09-12T00:00:00.000Z,176921196,,,,,,,,,,,,,,5,"This place is incredible! From the moment you walk in, you will be pleased! Fresh cakes and gateau galore, fruit tarts, and so many pasteries! Everything is fresh! I would go back in a heart beat!","Desserts, Desserts, Desserts!!!",https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r176921196-Argentina_Bakery-Irving_Texas.html
eh w,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2013-03-11T00:00:00.000Z,154275461,,,,,,,,,,,,,,5,"It is hard to find a non-Starbucks cafe in Irving.  This one is great with wi-fi, good coffee, and pretty tasty empanadas if you are not in the mood for sweets. ","Great Bakery, very tasty cookies",https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r154275461-Argentina_Bakery-Irving_Texas.html
Geo H,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2013-03-05T00:00:00.000Z,153802966,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/57/a1/3a/pastries-only-a-few-of.jpg,,,,,,,,,,,,,5,"The Empenadas (a baked meat pie that looks like a pastry) is the star to me. Never can decide between the chicken or beef, so get both. My son likes the little sandwiches in Saran wrap. This place is always clean, and very comfortable. We go get lunch and bring back besitos for the office. Super good coffee drinks, expresso, etc. I like the Cafe Americano decaf. This is a casual place, order at the counter.  Many, many choices of desserts and pastries.  Great for breakfast or lunch. Worth a detour.",Me and my whole company staff love Argentina Bakery,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r153802966-Argentina_Bakery-Irving_Texas.html
MCBlueMoon,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2013-02-24T00:00:00.000Z,152935862,,,,,,,,,,,,,,5,"I been coming to this place since they've opened. Everything they have here from the coffee and tea, pastries, cakes and the famous speciality ""the empanadas"" are just great mouth watering.Is a small cozy place with a small seating area. comfortable and wi-fi is free, nice to come and chat with the friends, however and wont recomended for families with kid's (specialy on th eweekends when is crowded) They have a great assosrtment of coffee and tea for sale,Also try the fresh bread they have on a daily basis. 200% RECOMENDED!!",Simply... AWESOME!,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r152935862-Argentina_Bakery-Irving_Texas.html
rhia474,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2013-02-06T00:00:00.000Z,151557302,,,,,,,,,,,,,,5,"We visit almost weekly with my husband and daughter. For years we were looking for a bakery experience like I grew up with in Europe, and this, oddly enough, comes very close. From the first time we found it, we knew this would be a great place. A small bakery-cafe, with limited items imported from Argentina for sale (a variety of mate and related items, spices, coffee, a case full of bread and imported sausages), an array of coffee and tea drinks, empanadas and, of course, the ever-growing variety of desserts. Lately they added an extra case for cupcakes and cake balls to go with the current fad in dessertdom, and business-wise it was a very shrewd decision. I always choose from their original items, but my daughter got swayed by the cherry-topped cupcakes once or twice.
The interior is great, always decorated according to season and comfy, with its big inviting leather chairs on the side begging to spend a couple of hours reading or catching up on e-mail, and the more traditional chair-and-table arrangements in the middle and a couple of chairs outside. The line of glass cases as you enter holds a bewildering array of sweets, cakes and desserts. A lot of them are made with dulce de leche, which I personally find a bit too sweet, but most Americans should have no problems with it. I normally end up with one of the Piononos--cake rolls filled with fruit jam and either dusted with sugar or coconut, or covered in chocolate. Their tiramisu cake is surprisingly light and authentic-tasting, while their Eclair is one of the best I've sampled in the metroplex.
The empanadas are fresh and baked on site behind the counter:  try the beef with jalapeno (delightfully spicy with the little pieces of egg countering the sharpness of the jalapenos perfectly), or the spinach-ricotta (soft cheese and pepper-studded chopped spinach, yum!). My little one's favorite is the simple Ham &Cheese.
The coffee is fresh, and the large earthenware mugs are great to hold and sip from while looking around and listening to the other patrons and the soft music. This is not pretentious or artsy, there's no weird wibe or flashy baristas: they just, simply, give you a slice of a culture that, in my opinion, should feature more in our everyday life.
Try it.",A cozy place to rest and  relax,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r151557302-Argentina_Bakery-Irving_Texas.html
WildarisDfw,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2012-12-24T00:00:00.000Z,148006635,,,,,,,,,,,,,,5,"This is a small bakery with tons of things to choose from! I always go for the empanadas and 2 or 3 of them is enough for me to get full! 

My favorites are the Ham & Cheese and Spinach and Cheese.  They have coffee and tea for sale and an assortment of amazing pastries most of them made with Dulce de Leche. 

You can also order the empanadas by the doze ahead of time! Definitely a must!",Amazing!,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r148006635-Argentina_Bakery-Irving_Texas.html
Bob and Barb H,ChIJ_WfcQTOCToYR2Rcj59um2pk,"3401 W Airport Fwy Ste 112, Irving, TX 75062-5931",Argentina Bakery,https://www.tripadvisor.com/Restaurant_Review-g56032-d3202738-Reviews-Argentina_Bakery-Irving_Texas.html,tripadvisor,2012-11-17T00:00:00.000Z,145624243,,,,,,,,,,,,,,5,"We decided to go here because of all the great reviews we found on line.  We order 4 different pastries to share (my husband and myself) and they were moist, fresh and delicious. This is a bakery, coffee house and mini Argentina store. It was fun and the owner helped us pick out our treats. Will definitely go back!",This was an amazing bakery full of delicious treats for all,https://www.tripadvisor.com/ShowUserReviews-g56032-d3202738-r145624243-Argentina_Bakery-Irving_Texas.html
jeff B,ChIJH60W1OMoBocRgUUTW00VEI0,"120 NE 5th St, Guymon, OK 73942-4348",The Pub On The Bricks,https://www.tripadvisor.com/Restaurant_Review-g51390-d1759902-Reviews-The_Pub_On_The_Bricks-Guymon_Oklahoma.html,tripadvisor,2019-08-22T00:00:00.000Z,701859588,,,,,,,,,,,,,,4,I found this location off a mapping gps app while waiting for an evening post dinner business meeting. The decor was nice with exposed brick & beam. Staff were knowledgeable and friendly. I had sliders and an adult beverage. It a location I would visit again if in Guymon in business.,Friendly staff & good comfort food,https://www.tripadvisor.com/ShowUserReviews-g51390-d1759902-r701859588-The_Pub_On_The_Bricks-Guymon_Oklahoma.html
Keith B,ChIJH60W1OMoBocRgUUTW00VEI0,"120 NE 5th St, Guymon, OK 73942-4348",The Pub On The Bricks,https://www.tripadvisor.com/Restaurant_Review-g51390-d1759902-Reviews-The_Pub_On_The_Bricks-Guymon_Oklahoma.html,tripadvisor,2019-07-01T00:00:00.000Z,685874894,,,,,,,,,,,,,,4,"After a long day on the road, hotel staff suggested the Pub and they were right. I was going to have one if their half pound hamburgers but opted instead for a Huge Cobb salad and my wife had what she described as the best Monte Cristo sandwich that she has ever had! Prices were right also. Only downside were a couple of loud drunks in the bar area.",Excellent food,https://www.tripadvisor.com/ShowUserReviews-g51390-d1759902-r685874894-The_Pub_On_The_Bricks-Guymon_Oklahoma.html
Travis C,ChIJH60W1OMoBocRgUUTW00VEI0,"120 NE 5th St, Guymon, OK 73942-4348",The Pub On The Bricks,https://www.tripadvisor.com/Restaurant_Review-g51390-d1759902-Reviews-The_Pub_On_The_Bricks-Guymon_Oklahoma.html,tripadvisor,2019-04-13T00:00:00.000Z,666065192,,,,,,,,,,,,,,5,Good food good service and great price. Great Location and the atmosphere is always fun. I would recommended to anyone.,Business Meeting,https://www.tripadvisor.com/ShowUserReviews-g51390-d1759902-r666065192-The_Pub_On_The_Bricks-Guymon_Oklahoma.html
