authorName,googleMapsPlaceId,placeAddress,placeName,placeUrl,provider,reviewDate,reviewId,reviewRating,reviewText,reviewTitle,reviewUrl
Elizabeth F,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-09T13:25:42.949Z,,5,Their burgers really are as good as they say they are!,,
Dana B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-06T04:01:22.557Z,,5,Chicken sandwich is delicious!! Especially with the chocolate milkshake!,,
Michael V,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-18T00:06:58.757Z,,4,"Didn't follow my requests as far as no onion, but the burger was good regardless. Shake was great! ",,
Gino Angelo G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-15T23:36:46.181Z,,5,Amazing burgers and fries!! HIGHLY ADDICT-ING,,
Rowan B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-12T01:06:50.769Z,,5,The Black Truffle Parsmesan burger is absolute heaven in my mouth.,,
Brandon G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-10-23T20:23:18.157Z,,4,Fries were Good but the boneless wings looked and kind of tasted like school cafeteria nuggets,,
Jameelah H,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-10-14T22:12:24.440Z,,5,Everything was yummy! The burgers and fries were absolutely delicious! ,,
Janeth R,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-10-07T20:43:57.150Z,,5,I love eating here. I would eat this everyday if it was healthy..so I'll keep it to 3x a week lol. Love the fries and milkshakes ,,
Michael I,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-09-25T18:41:09.093Z,,5,"Can see why the fries & burger are ""award winning"". Definitely live up to the title. ",,
Damonn M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-10-08T22:42:57.705Z,,2,"very salty, messy presentation",,
Patricia L,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-06-25T19:47:41.436Z,,5,I order all the time… ,,
Torrey B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-04-08T18:54:12.472Z,0f85609a-1631-4246-9ff9-e8c67239e7cd,3,"Burger was okay, and I wish they placed the toppings for ""Dutch fries"" on the side so they wouldn't be soggy by the time they arrive",,
Kymanii N,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-03-24T22:31:48.392Z,37e8b540-cc9d-41f8-ad74-987fd2b409f5,2,Truffle fries was amazing i dont know how my burger taste because i never received mines my husband said his was good.... bad first impression  to mess  up an order not sure if i will order again i like the fries though so im considering giving them another try!,,
Miguel R,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-02-24T00:51:05.922Z,68416adf-7957-4740-89e7-d346ad065370,5,Always great! The fries are amazing.. ,,
Veronica C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-02-17T18:01:48.762Z,e8b86713-2d02-4933-b730-8945c707393f,1,Every time I order they always forget something. Just go to a deli.,,
Liz M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-12-30T16:03:39.643Z,58e4689f-cd91-4a0f-a4b2-4f9235e6c9fa,2,"Double Cheeseburger just wasnt tasty. I have it a chance because my bestfriend and her family love it but the it was lacking in taste nor did I like the texture.  As for the Strawberry Milkshake, again no taste. Was mostly whipped cream, which I give creditfor  feeling like home made because it was thick but it was 1/3 of the shake. The shake was runny but the whipped cream was still thick. I know I ordered it delivery but ive ordered shakes from elsewhere and they didnt arrive watery. ",,
Katherine D,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-12-17T14:17:50.139Z,541f5dcc-7540-4123-93bb-b12709db8d58,1,"I was trying to enjoy this but I really couldn't. The burger does not look like the photos. The beef has gristle in it (not my thing) so I continuously had to spit that out. The cheese was barely melted. The burger itself was VERY dry. Not even ketchup could resurrect it. 😔 Some of the fries were hard to chew, whereas some were pretty okay and I reasonably enjoyed. As Tyra Banks said: ""This is so bad, I want to give you a zero... but that’s not possible... so I give you a one."" Thank you Tyra for giving me the words for my feelings. $11.14 I will never get back. ",,
Veronica C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-12-16T23:04:19.564Z,8a3fccc6-d17f-4a8a-ad0b-b076a539c786,2,Truffle Fries was awful not fresh! Taste like cardboard...,,
BRITTANY R,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-12-16T22:01:22.143Z,9c26f4d2-1601-4fcc-b890-365e2d1e76d0,3,"Home Frite used to be one of my favorite places to order from. However, in the recent months, the quality has been inconsistent. The burgers in my last order were extremely dry and the milkshakes were just not tasty. I really hope that they can return to how they once were. ",,
Keith L,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-12-09T23:44:57.837Z,bf3d11a8-8276-4f6e-bbc7-40537d89f08e,3,The prices went up and the quality went down. The bread was stale and not adequately toasted on the Patty Melt and the beef was overcooked.,,
Gregory G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-11-07T05:32:39.201Z,83c50e8e-6f59-4b3d-8d46-755f29b0aca4,1,I only got 1 burger and half a fry of fries I didnt get my other meal also the buger was undercooked and really greasy ,,
Dymand M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-10-27T02:04:35.924Z,2d230c60-8e20-470a-9321-0761ee5e8172,3,"They mad my order right, that I can say. But the burger was mid. They def use freezer fries. The fries dont taste fresh to me, I wouldnt get them again. This place is not bad but I dont see myself buying again anytime  soon. Theres better burger spots in my opinion.",,
CDALLBM L,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-10-15T13:39:09.071Z,271c5d5a-6974-4880-b188-338604e47eb4,2,The burger was not good. Tasted like the meat was expired. The margarita was good. ,,
Tony T,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-09-14T17:25:54.957Z,07cbd733-625b-45b5-89b9-1cea97889f31,3,That burger need some ketchup of the Jump no packets should be used. The fries were kinda mid as well. 6/10,,
Sherly C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-09-13T17:48:26.228Z,5e211b4f-5a5d-4c60-b8f5-7a67ed0437ae,2,"The burger was salty, making it difficult to enjoy the meal.",,
Stephen C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-08-18T23:49:04.891Z,5dbae978-4ceb-4213-9012-658dbbda565f,3,They ALWAYS mess up the order. Always forget the extra bacon. Always forget at least one of the sauces. It tastes good but it's never right. ,,
Kathryn K,ChIJHcO0dsBYwokRqRmU--GRlCM,"B. Cafe, 240 E 75th St, New York, NY 10021, USA",BCafe,https://page-service.doordash.com/store/bcafe-923635/,door-dash,2022-01-06T23:50:58.939Z,7ef038b0-b76a-410b-a4b3-50b7af8c5048,5,"Love B Cafe, especially the beef carbonnade, cooked in Belgian beer for hours... so good and melts in your mouth.  Surprisingly good, even in their brunch omelette (tho best for a yummy dinner). ",,
Albert S,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-05-20T21:11:10.334Z,7b37eada-1e3c-44db-ab6a-b929eed1fe3e,3,"the fries were great,but the veggie burger not so much.  it says they can make the veggie burger vegan, but the option for that isn't there on the menu.  they need to put that in",,
Andrew,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-05-13T21:26:30.321Z,9d65f309-5382-4a90-af11-1e43f41129e9,1,Boneless wings are crazy small. Id just take it off the menu. Burgers and fries are good though  ,,
Killa M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-03-31T19:38:46.512Z,6445e8cf-0fdd-4d09-9510-bf240eb0e649,1,The Hennessy milk shake tastes nothing like Hennessy waste of 14$,,
Jane B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-02-12T00:08:09.210Z,f22c236a-48aa-49e4-84f5-96661d06ef88,1,They should be  ashamed to call those wings... I generally love this store but the 5 Boneless Wings - 5 Piece is a total rip off that is the size you would feed a three year old. ,,
Tiffany J,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-12-14T02:21:22.519Z,fe45807b-d0a4-4731-9f64-de3e05d2e693,2,Award winning cheeseburger was nothing special.. Hotdog was nothing special. Churros milkshake not churros. ,,
Saige A,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-12-08T23:12:29.368Z,731407ae-d74c-4b00-9d9f-e360dd2a93a8,1,"The wings didn't have a sauce on them, my BBQ bacon burger was overly sauced and didnt have any bacon on it, and the fries were cold-- which i normally would say is not a big deal because delivery, but it was just the cherry on top of a bad meal. ",,
Jane B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-11-16T01:31:40.223Z,dc234f49-12e4-4348-8936-e494e4682173,5,The chicken sandwich is superior. ,,
Kola Z,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-10-21T17:25:40.493Z,f4b4374a-304a-4f8d-bb83-51a38ba07280,4,"I ordered a Double Cheeseburger , Award Winning Cheeseburger and Boneless Wings - 5 Piece, the 2 cheeseburgers were the classical tasting. 

The Boneless Wings - 5 Piece were chicken breast bites, not boneless wings. They were not juicy and were a little bit hard to swallow. 

This is a 15 dollars off order, so really valuable to me. At least the burgers were not bad. ",,
Fran M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-10-15T13:19:12.965Z,337ab1c4-70e3-4170-bf80-290a69058097,5,The best ever! Highly recommend ,,
Anthony M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-10-02T21:33:53.881Z,c494301e-9085-47f7-b230-0a3ef3a9ea73,3,Hot chicken sandwich was a lil greasy but it was good tasting and the Double Cheeseburger was also good too. The chili Cheese had just a lil too much onions to wear the smell was overpowering my food.,,
Diane L,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-09-19T21:03:15.557Z,c1977fc8-49e1-41c1-846c-c4a4ee9d3866,3,I'm not being dramatic when I say this is the worst 7/11 style chicken sandwich I've ever had. Fries are fire though.,,
Lacey G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-09-17T02:08:39.204Z,ff012c3a-feaf-4b32-8b6e-2c0591ef8e8f,3,"I checked off no cheese, and it came with cheese. Still a good burger though. ",,
TaShonda M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-09-12T23:10:32.747Z,57021e6d-3e66-42b2-8dbd-448fe95dd3fe,2,Chicken was super dried out and very disappointing especially after reading the rave description ,,
Juvan E,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-09-04T16:00:14.105Z,eed43faa-4598-480e-84b9-b6503d43f5ba,5,Them truffle fries are always spot on,,
Kai C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-09-04T01:29:37.880Z,ec9b201f-b3f9-4a92-87fa-a025729b9f53,3,Burgers are good but the boneless wings are cut tiny and fried to death so they were so dry. Would not recommend the wings.,,
Samantha M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-07-23T17:31:42.000Z,1bb7c764-acb6-49a4-91d3-bd9b460270b7,1,"I'm sure from the hundreds of reviews that this place is great, but my takeout experience  was horrible. My chicken was floating in oil, my burger was SO dry and the sauce was all over the place, and the truffle fries were bland.  Threw everything out after 2 bites. I'm sure the dine-in experience is way better, but highly recommend that you order takeout from here ONLY if you're near the place. Food quality degrades with delivery.  ",,
Ananda W,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-21T16:35:22.993Z,736b56ef-dc20-47fb-a84e-5dd2701a3e97,3,double cheeseburger lacked flavor and had too much sauce. ,,
Malie D,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-20T01:06:44.625Z,9cff1123-c280-46fc-bcbc-291e71e28f1e,2,I like the chilli fries but my brownie was missing and I disnt get my money back. That suck. ,,
JaRet W,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-11T01:23:38.089Z,5c947cc8-2422-4e40-b2e2-60b626cd2583,2,"Burger was very mid, shake shack is better, but the $8 strawberry milkshake was well worth the price",,
Mostafa B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-08T16:58:50.409Z,263e0c4e-e7aa-4de2-be32-2610f154cbfd,5,Food is consistently delicious,,
Shanika F,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-07T22:11:52.512Z,94aaab82-2ad3-4308-8fcd-2768785585a5,3,"The burgers were good but small the truffle fries were good but different, had too much parmesan cheese on them. We ordered ranch dressing but didn't get it.",,
Scherry F,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-05-14T15:20:13.803Z,1656670b-6a9b-4aa3-a4fb-fdeffdac021e,2,Loaded Buffalo fries not good. Burger and fries was decent. ,,
Leah P,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-03-26T02:10:58.584Z,3d79d035-93d9-44e5-a5df-27942d5a4106,1,"Was missing all of my food? All I got was a drink and dessert, was missing my chili cheese dog. ",,
Tayllor J,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-03-22T13:57:57.485Z,d0f1e5de-1c46-4a9f-a176-965fed0414a4,5,It was delicious!!! ,,
Onur Cem S,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-27T17:52:18.915Z,d0a686a4-4457-483e-822c-dfdfbefba726,2,Food is rather bland and portions are samll,,
Josie B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-26T02:23:27.488Z,84b46f8c-cb78-415b-99eb-ef16b6307bee,5,great burger,,
Courtney N,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-12T00:11:59.440Z,370dd07f-c739-47ec-835e-1f9fc4878f9e,3,barely any onions on burger and they were burnt,,
Aiesha N,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-08T17:50:37.930Z,745af8dd-90e9-46c0-8b45-4f09dacafb2d,2,The Sami burger was super salty. The waffle was okay. ,,
Jonathan V,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-26T22:45:21.292Z,678ede58-9d54-4494-bf54-6907fba1d43d,5,Great food ,,
Dedra R,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-21T15:25:08.001Z,40e442d6-b068-4883-be53-ce111042cb35,2,Cold. Might have been good if everything wasn't soggy. ,,
Yolanda Y,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-21T02:09:46.858Z,7a3e7b02-b7a2-468f-b174-dda191329632,5,Food Is Fantastic !! ,,
Astrid D,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-09T17:23:40.635Z,bc0f9bed-720b-493b-a7b4-323c0adaff1c,3,They always seem to get my order wrong in some way somehow. This time they got me a chocolate shake instead of the cookies and crème I ordered. Chocolate shake is ok. Taste like fake chocolate (syrup) and vanilla. The chicken sandwich though? The best chicken sandwich I've ever had in my life. It tasted sweet and mildly spicy. So good.,,
Cha I,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-03T23:38:05.164Z,64472a30-291c-441c-ada9-00bf331e056d,3,"The reviews made it seem as though this was the most fantastic food, but it wasn’t. It was quite disappointing actually. I honestly think I was better off ordering five guys like I originally planned. The burger just didn’t do it for me and the fries were average + messy. The shake was amazing. Good mediocre. I wanted to love it so bad but I just didn’t. ",,
Hannah C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-29T16:55:45.798Z,96335742-56d0-4009-9216-1110102a86a9,3,"fries were mediocre, buffalo chicken sandwich and blue cheese bacon burger were superb! ",,
Jojo E,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-28T04:58:26.826Z,5bd85ae3-e89f-4ac2-9a9b-20b9602eb2e1,2,They gave me a burger and chicken sandwich with nothing on the. Just meat and bread. I was really excited to try this place and everything was off. ,,
Alet H,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-23T01:17:50.044Z,6f76ca50-0078-40ff-9b79-92b5f8aac2c6,3,Everything was cold and sloppily put together. Way too much barbecue sauce on the burger. ,,
jimillah v,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-19T02:37:11.685Z,90797e6a-9abd-41d7-92f0-8f1bf052c9bf,5,BEST BURGERS AND FRIES!!!!!!!,,
Khris T,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-16T21:52:41.936Z,9c86b757-ff62-4600-abee-76de5f0e8345,1,"The chicken sandwich is disgusting. I took two bites and tossed it. Everything tasted old and undercooked, including the fries. ",,
Anna G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-15T22:26:24.515Z,89fb57af-4492-4dd2-b0c4-d242d5dfa661,1,"So small, I counted the combo fries, there were 9 of them. NINE!!! ",,
Gino Angelo G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-04T22:08:38.362Z,5e63a3dd-c64a-4118-8099-d4b0e4564ea3,5,Tasty!! Good burgers!!,,
Tyrone Z,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-11-28T16:05:54.598Z,7f91a96f-69c0-4e0c-be30-885b8a19d9ba,5,My favorite burger spot !!!,,
Sam O,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-11-20T18:29:33.785Z,0a9901a0-53b4-436c-b617-8e1fb057556c,5,Fries are elite,,
Claire S,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-11-15T02:31:08.651Z,00557dbd-cc03-4e00-ad06-f3a7d74b9785,3,"I usually love home frite. unfortunately, the food was sitting too long and the fries became soggy and the hot chicken cooked the greens on the salad, making it wilted... disappointing because this is an iconic spot :( ",,
Gino Angelo G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-11-05T22:29:20.023Z,00b6a31e-79b2-4257-9ddf-3df4fa7bbaae,5,"Tasty! The burgers are deliscious!
",,
Tony G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-10-08T20:59:23.978Z,107b5bb3-1270-45e0-9215-bc4479c98007,5,Love the fries ,,
Tiffany P,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-12-02T23:44:07.885Z,9398e6fb-5d75-4204-9026-4e201506c07f,3,the wings came with barely any sauce,,
Yva G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-06-22T16:57:05.723Z,0840d2a3-201d-4e8b-a365-3bc2ff3edc1f,3,Chicken Sandwich is too spicy!,,
Liz D,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-01-29T19:49:57.402Z,6760439b-8840-4162-be5c-274ea10bb370,1,"this was actually the worst cheese burger ive eaten my whole entire life...it was honestly that bad. the whole thing felt so fake, like the cheese nd everything else was made out of soft plastic.barely any sauce, jo flavor no spices...horrible. nd the shake was more like a lot of milk with a tiny bit of ice cream which was also flavorless.",,
Benitez B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-01-26T03:03:39.915Z,60185f64-84fa-4a35-8d22-8b33373d8bc0,1,Chicken was burnt and overcooked.  ,,
Zach C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-19T22:38:06.743Z,df3f18c1-f58d-4003-b323-2693553e27fe,3,fries were bad,,
