"authorName","googleMapsPlaceId","placeAddress","placeName","placeUrl","provider","reviewDate","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewImages/12","reviewImages/13","reviewImages/14","reviewImages/15","reviewRating","reviewText","reviewTitle","reviewUrl"
"Anton B.","ChIJcRL0E79awokRfSAmIUUqsgs","254 36th St, Brooklyn, NY 11232","Ends Meat","https://www.google.com/maps/search/?api=1&query=Ends%20Meat&query_place_id=ChIJcRL0E79awokRfSAmIUUqsgs","google-maps","2025-02-17T00:29:32.973Z","ChZDSUhNMG9nS0VJQ0FnTUNnMXQ3VkRnEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJLyynVzZ4DWt2uZUXscmeQYqExvRcay5KlvgulTynZCekmM7385d4M0LWCOA4HKHaRGtqyP4-6xqGLFiWQ3Us_NAmOGcIoUoCDMQiFCa8qDDLlPbaa9KxImeINl_xJQpqB-a25-AA","https://lh3.googleusercontent.com/geougc-cs/AIHozJLcVmg6grZllkkCRZjCj920uYO3KWYyfflHlyAGNG_G3YDuooK-_g5aeg3CBSgNWvu2sCoyl0oPq_CKq_T64DRhAb6PKVQTlgUxXRUp5duPEYxmlp0eJ7_OGtvKE8pUH-CfKYxd","https://lh3.googleusercontent.com/geougc-cs/AIHozJJyJR27r9gMCY9kW0l1MXIcgM6YJ24wxD5jXq8IMTSgBPPFde4B-zDJsw-t3QR2QX6Wfuawm7-FHmVuQtTFtnb-0YwLDSeKCzCxE0S9EEmyNNlXD-pyY1KWz7ORbUqh6mqN2bTLcg","https://lh3.googleusercontent.com/geougc-cs/AIHozJKRkb-Z4jVyTwI5VmTXURBQblMk_MqjyE1xYeQHfH-GWJuDGIqrhYsUksjojhcrcmLCl31u4NhxBn_pOC3iC25AIowWXcSdF8ol2cx6QYFtyD9KATqGXhaI6zorcCWIkBOq7yMe","https://lh3.googleusercontent.com/geougc-cs/AIHozJJA-9NWeuNcXWbttsLZ98tT5rVLFFXbmqtQUFEo7Bh4PdmesWBP_93mmYgDWzWCOEtW9NzcxYN62ZjpY0JuS9nqHso5GKl3JqN8MYJ87KLf5E57Cf3VBM4w-5LcZ8Csw3nWbHVT","https://lh3.googleusercontent.com/geougc-cs/AIHozJJqaagbv9FU3vOpSFu_jsjzeyqNh6UDpdCb3wD8meQWQNPvHiUbByH48HQHuYVEz9ZICvuH2QdzD_p2tfI76jqblsG9wWjfBUGowAOIQk6nY36ASKoAysQP2Sv_esIcOd_VxSkw",,,,,,,,,,,"4","Great selection of meets and cheese.  Everything is fresh and looks good, a bit pricey.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNnMXQ3VkRnEAE!2m1!1s0x0:0xbb22a452126207d!3m1!1s2@1:CIHM0ogKEICAgMCg1t7VDg%7CCgwI7IXKvQYQ8IT9zwM%7C?hl=en"
"Emily Baxter","ChIJcYMKbMLTXmMRmPMEH1TfhhA","7138 Nansen St, Forest Hills, NY 11375","The Grazing Box","https://www.google.com/maps/search/?api=1&query=The%20Grazing%20Box&query_place_id=ChIJcYMKbMLTXmMRmPMEH1TfhhA","google-maps","2025-03-09T17:59:20.481Z","ChdDSUhNMG9nS0VJQ0FnTURRM01yMy1BRRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRM01yMy1BRRAB!2m1!1s0x0:0x1086df541f04f398!3m1!1s2@1:CIHM0ogKEICAgMDQ3Mr3-AE%7CCgwI-K23vgYQqJPQ5QE%7C?hl=en"
"Luz C. Gonzalez","ChIJC3cm8q5ZwokRMGjT09cEr18","199 Avenue A, New York, NY 10009","Choco Dream: Crepes, Waffles & Coffee","https://www.google.com/maps/search/?api=1&query=Choco%20Dream%3A%20Crepes%2C%20Waffles%20%26%20Coffee&query_place_id=ChIJC3cm8q5ZwokRMGjT09cEr18","google-maps","2025-02-22T21:58:30.004Z","ChdDSUhNMG9nS0VJQ0FnTURnOU9hNDhRRRAB",,,,,,,,,,,,,,,,,"1","Shop doesn’t exist. Trekked across the city in search of a great crepe, only to find no shop :( Found another great crepe around the corner at Honey Crepes 👏👏",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURnOU9hNDhRRRAB!2m1!1s0x0:0x5faf04d7d3d36830!3m1!1s2@1:CIHM0ogKEICAgMDg9Oa48QE%7CCgsIhpHpvQYQuI79AQ%7C?hl=en"
"Darrell Henderson","ChIJRX_WToFZwokRQfmmViZ_C-A","135 Ludlow St, New York, NY 10002","Creperie","https://www.google.com/maps/search/?api=1&query=Creperie&query_place_id=ChIJRX_WToFZwokRQfmmViZ_C-A","google-maps","2025-02-22T01:33:24.460Z","ChZDSUhNMG9nS0VJQ0FnTURna0xUbGFBEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJIUx-67uqigp2G6jnRNuNSWgP2nFHD2nrmMSTPmdEywdBYXovx_UoGuCXuuk9uiT7CkBarRsHOH7fXFYGrkVO26sW33JFjhWg6JQiKCTlyF_Hf82kLHki50FACCl-z9xd4SiqbGDQ",,,,,,,,,,,,,,,,"1","Experience was mediocre, staff seemed either tired and ready to go home or just had poor customer service skills. My wife and I opted for the Baked Apple and Cheesecake flavors.

The ingredients used were not fresh, our strawberries and apples tasted stale. The thin slice of cheesecake was bland and the amount of ice cream given for the outrageous over charge is ridiculous. Overall for $37, I would definitely spend it else where next time around.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURna0xUbGFBEAE!2m1!1s0x0:0xe00b7f2656a6f941!3m1!1s2@1:CIHM0ogKEICAgMDgkLTlaA%7CCgwI5NLkvQYQ-N7a2wE%7C?hl=en"
"Adam Lauria","ChIJd1k5v_tbwokRn5bf3L-A8RE","274 Court St, Brooklyn, NY 11231","Tavola Italian Market","https://www.google.com/maps/search/?api=1&query=Tavola%20Italian%20Market&query_place_id=ChIJd1k5v_tbwokRn5bf3L-A8RE","google-maps","2025-02-14T18:56:27.366Z","ChdDSUhNMG9nS0VJQ0FnTUNnektDNTBBRRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnektDNTBBRRAB!2m1!1s0x0:0x11f180bfdcdf969f!3m1!1s2@1:CIHM0ogKEICAgMCgzKC50AE%7CCgwI26O-vQYQ4NTqrgE%7C?hl=en"
"Jordan Roberts","ChIJhXiYm-tZwokRG8hgfVdVQZM","445 E 9th St, New York, NY 10009","Village creperie","https://www.google.com/maps/search/?api=1&query=Village%20creperie&query_place_id=ChIJhXiYm-tZwokRG8hgfVdVQZM","google-maps","2025-03-01T19:33:44.030Z","ChZDSUhNMG9nS0VJQ0FnTUNRMkxtamZnEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJIWY44efGzUrtxJJNIFRCtkGiDwldAj6Ja9_-avhBEg5n0bDf8bb-D83DOxW_0PJwlbkQPXxmZtg53iw_tmQiLxDJAK0_3ubD_Y03HfdRkq-UJJCsN1m6ITxLJwpvIgrw7CfhmmaQ",,,,,,,,,,,,,,,,"5","Outstanding crepes, and very nice guys inside. The spicy Moroccan chicken crepe had just enough spice, but the chicken was beautifully cooked with the onions inside. Can’t wait to go back.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRMkxtamZnEAE!2m1!1s0x0:0x934155577d60c81b!3m1!1s2@1:CIHM0ogKEICAgMCQ2Lmjfg%7CCgsImMKNvgYQiKHVDg%7C?hl=en"
"Nick Felker","ChIJOxamYL9ZwokRv2VhEz4GHzo","425 W 15th St, New York, NY 10011","Bar Suzette","https://www.google.com/maps/search/?api=1&query=Bar%20Suzette&query_place_id=ChIJOxamYL9ZwokRv2VhEz4GHzo","google-maps","2025-03-10T00:48:59.346Z","ChdDSUhNMG9nS0VJQ0FnTURRd3FLaTlBRRAB",,,,,,,,,,,,,,,,,"4","I got a savory, ham & cheese crepe to go on a Saturday afternoon. It was quite good.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRd3FLaTlBRRAB!2m1!1s0x0:0x3a1f063e136165bf!3m1!1s2@1:CIHM0ogKEICAgMDQwqKi9AE%7CCgwI--24vgYQgKaipQE%7C?hl=en"
"moe malik","ChIJAAAAAIxZwokRUC7K4roQgyI","112 MacDougal St, New York, NY 10012","Creperie NYC","https://www.google.com/maps/search/?api=1&query=Creperie%20NYC&query_place_id=ChIJAAAAAIxZwokRUC7K4roQgyI","google-maps","2025-03-14T22:26:04.042Z","ChZDSUhNMG9nS0VJQ0FnTURRcDR5WER3EAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJIeGvUh49d3ZWEL4j8MgDbaSJJvwM68bNSDDKpYT3Fp2lWpVrzb7SgdiHfqqKt0zcpc_eBB7gI_Qp2d70X-LMfILyRceePq-OXENWdQjjpo6sBKLTzQiOPFVJbLsbSoV2Sfs0dQoQ",,,,,,,,,,,,,,,,"5","Delicious & full of flavor & the staff was super friendly! I highly recommend.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRcDR5WER3EAE!2m1!1s0x0:0x228310bae2ca2e50!3m1!1s2@1:CIHM0ogKEICAgMDQp4yXDw%7CCgsI_NnSvgYQwI-nFA%7C?hl=en"
"ELVIS ON","ChIJR1dGkiZawokRCvci3DfMysw","2 Mott St, New York, NY 10013","T-swirl Crepe","https://www.google.com/maps/search/?api=1&query=T-swirl%20Crepe&query_place_id=ChIJR1dGkiZawokRCvci3DfMysw","google-maps","2025-03-21T22:46:21.929Z","ChZDSUhNMG9nS0VJQ0FnTUN3dDZ1ZmZnEAE",,,,,,,,,,,,,,,,,"5","Strawberry Nutella was really good , Ozzy was very engaging while making my order, will be back soon",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3dDZ1ZmZnEAE!2m1!1s0x0:0xcccacc37dc22f70a!3m1!1s2@1:CIHM0ogKEICAgMCwt6uffg%7CCgwIvdj3vgYQqLS0uwM%7C?hl=en"
"No Name","ChIJN-hAzIhZwokRjktj8DUn2tg","445 Albee Square W, Brooklyn, NY 11201","Eight Turn Crepe","https://www.google.com/maps/search/?api=1&query=Eight%20Turn%20Crepe&query_place_id=ChIJN-hAzIhZwokRjktj8DUn2tg","google-maps","2025-02-23T22:19:59.398Z","ChZDSUhNMG9nS0VJQ0FnTURnOG9fM1h3EAE",,,,,,,,,,,,,,,,,"5","OMG yes, go here...I went today for the first time because my kid has a game that makes strawberry crepes and she said she wants to try a crepe lol....we got the Nuttella strawberry crepe and omg it was so heavenly....it was $15 and change with tax and a tip (a bit pricey) but you know what, you have to treat yourself sometimes.....either way it was worth it, it was absolutely delicious, no lack of strawberries, each bite had  fresh sweet strawberries and idk what the custard is the there but it was yummmmy, and there was a lil sprinkle of nuts inside that was just perfect.....they have other sweet flavors and I saw some savory ones too like a bacon and egg one and I believe a Philly one.....so I will be back to try out some of the others, but the Nuttella one was absolutely the perfect one to try the first time....it was really spot on, me and both my kiddos shared one.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnOG9fM1h3EAE!2m1!1s0x0:0xd8da2735f0634b8e!3m1!1s2@1:CIHM0ogKEICAgMDg8o_3Xw%7CCgwIj77uvQYQ4KD4vQE%7C?hl=en"
"Ecko809","ChIJ_Qjyfx9ZwokRKIxb1ziqODs","19 St Marks Pl, New York, NY 10003","T-swirl Crepe","https://www.google.com/maps/search/?api=1&query=T-swirl%20Crepe&query_place_id=ChIJ_Qjyfx9ZwokRKIxb1ziqODs","google-maps","2025-03-18T20:39:03.751Z","ChdDSUhNMG9nS0VJQ0FnTUN3OXFmY3RBRRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3OXFmY3RBRRAB!2m1!1s0x0:0x3b38aa38d75b8c28!3m1!1s2@1:CIHM0ogKEICAgMCw9qfctAE%7CCgwI57PnvgYQqMaz5gI%7C?hl=en"
"Shloka Gupta","ChIJ68t81glZwokRiUzlQOUaSIw","108 Lexington Ave, New York, NY 10016","Dhaba","https://www.google.com/maps/search/?api=1&query=Dhaba&query_place_id=ChIJ68t81glZwokRiUzlQOUaSIw","google-maps","2025-03-16T17:18:35.091Z","ChdDSUhNMG9nS0VJQ0FnTUN3eE4tYnJRRRAB",,,,,,,,,,,,,,,,,"5","The food was SO good. The manager and staff was very polite and graceful. Their food is for indians, unlike bungalow and javitri that is oriented towards white people. The spice level was as required. Their food taste just like the food back in delhi.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3eE4tYnJRRRAB!2m1!1s0x0:0x8c481ae540e54c89!3m1!1s2@1:CIHM0ogKEICAgMCwxN-brQE%7CCgsI64_cvgYQqPHBKw%7C?hl=en"
"sp Labana","ChIJHYl05r5nwokRnVI8bDLjchg","119-16 101st Ave, South Richmond Hill, NY 11419","Punjabi Dhaba (Original 2006)","https://www.google.com/maps/search/?api=1&query=Punjabi%20Dhaba%20(Original%202006)&query_place_id=ChIJHYl05r5nwokRnVI8bDLjchg","google-maps","2025-03-22T18:16:01.687Z","ChdDSUhNMG9nS0VJQ0FnTUR3a0xpdWlnRRAB",,,,,,,,,,,,,,,,,"1","They need a whole hour  to prepare your order waste of time they tell you it will be ready in 20-25 minutes but you have to wait for whole hour .",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUR3a0xpdWlnRRAB!2m1!1s0x0:0x1872e3326c3c529d!3m1!1s2@1:CIHM0ogKEICAgMDwkLiuigE%7CCgwI4fz7vgYQ0IfpxwI%7C?hl=en"
"Nat K","ChIJXX9hUQxZwokRXlD5SzkLYz0","222 1st Ave., New York, NY 10009","Veeray da Dhaba","https://www.google.com/maps/search/?api=1&query=Veeray%20da%20Dhaba&query_place_id=ChIJXX9hUQxZwokRXlD5SzkLYz0","google-maps","2025-03-15T14:03:53.009Z","ChZDSUhNMG9nS0VJQ0FnTURRbjk2WlZ3EAE",,,,,,,,,,,,,,,,,"5","Delicious and lovely service 😌",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRbjk2WlZ3EAE!2m1!1s0x0:0x3d630b394bf9505e!3m1!1s2@1:CIHM0ogKEICAgMDQn96ZVw%7CCgsIyZHWvgYQgLDhBA%7C?hl=en"
"Rohan Agrawal","ChIJnUeatPVdwokRAXZ84kAUB6g","67 Stanhope St, Brooklyn, NY 11221","Maa Ka Dhaba","https://www.google.com/maps/search/?api=1&query=Maa%20Ka%20Dhaba&query_place_id=ChIJnUeatPVdwokRAXZ84kAUB6g","google-maps","2025-03-17T23:15:38.759Z","ChdDSUhNMG9nS0VJQ0FnTUN3aXVycm1nRRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3aXVycm1nRRAB!2m1!1s0x0:0xa8071440e27c7601!3m1!1s2@1:CIHM0ogKEICAgMCwiurrmgE%7CCgwImtrivgYQ6MCU6gI%7C?hl=en"
"Carlos Cortes","ChIJkRr6KGNhwokRab9RZfy0Byc","114-06 Jamaica Ave, Jamaica, NY 11418","Lucky Dhaba Indian Restaurant","https://www.google.com/maps/search/?api=1&query=Lucky%20Dhaba%20Indian%20Restaurant&query_place_id=ChIJkRr6KGNhwokRab9RZfy0Byc","google-maps","2025-03-17T12:16:35.233Z","ChdDSUhNMG9nS0VJQ0FnTUN3Z3FIYTl3RRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3Z3FIYTl3RRAB!2m1!1s0x0:0x2707b4fc6551bf69!3m1!1s2@1:CIHM0ogKEICAgMCwgqHa9wE%7CCgsIo6XgvgYQgLXCbw%7C?hl=en"
"David Solodukhin","ChIJF1s0hxZawokR2Ob3RN8NlDI","3 Hanover Square #3, New York, NY 10004","Hanover Gourmet Deli","https://www.google.com/maps/search/?api=1&query=Hanover%20Gourmet%20Deli&query_place_id=ChIJF1s0hxZawokR2Ob3RN8NlDI","google-maps","2025-02-21T21:43:27.273Z","ChdDSUhNMG9nS0VJQ0FnTUNnXzZPUDVRRRAB",,,,,,,,,,,,,,,,,"1","been trying this place for a solid couple weeks. It has let me down most days. Chicken is always undercooked, turkey is flavorless. And they get it wrong despite asking to repeat my order back without fail every single time lol. And expensive too. I took the time to write this u can find a better spot across the street in that time homie",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnXzZPUDVRRRAB!2m1!1s0x0:0x32940ddf44f7e6d8!3m1!1s2@1:CIHM0ogKEICAgMCg_6OP5QE%7CCgwI_-bjvQYQkNXCggE%7C?hl=en"
"J. Pol.","ChIJq0kJVBBawokRHvPhHRwHcFk","21 West St, Manhattan, NY 10004","West Bank Gourmet Deli in Battery Park","https://www.google.com/maps/search/?api=1&query=West%20Bank%20Gourmet%20Deli%20in%20Battery%20Park&query_place_id=ChIJq0kJVBBawokRHvPhHRwHcFk","google-maps","2025-03-11T18:36:34.759Z","ChdDSUhNMG9nS0VJQ0FnTURRc2JUQjNnRRAB",,,,,,,,,,,,,,,,,"5","Our regular store when we were in NYC. Super delicious wraps and dishes. Everyone is super nice and helps you. The pastrami ruben is particularly recommended. We'd love to come back to NYC, also because of this store :) Greetings from Germany.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRc2JUQjNnRRAB!2m1!1s0x0:0x5970071c1de1f31e!3m1!1s2@1:CIHM0ogKEICAgMDQsbTB3gE%7CCgwIsoXCvgYQ-M-p6gI%7C?hl=en"
"Theresa Menchaca","ChIJS7SXB0pawokRHgpV2LXWhBI","63 Tillary St, Brooklyn, NY 11201","Brooklyn Bridge Bistro","https://www.google.com/maps/search/?api=1&query=Brooklyn%20Bridge%20Bistro&query_place_id=ChIJS7SXB0pawokRHgpV2LXWhBI","google-maps","2025-03-19T23:05:56.301Z","ChdDSUhNMG9nS0VJQ0FnTUN3LWVEZ3FnRRAB",,,,,,,,,,,,,,,,,"3","Maybe we ordered the wrong things, but this place was only so so. Toast made both plates bland, which would have been ok if it weren’t so pricy. Home fries were really just roasted potatoes, decent but I liked those more crispy. We were a party of 2 but they automatically added gratuity. Oh! Caramel macchiato was truly 3/5 stars. Not terrible, just no wow factor. Service was great though! They were very kind.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3LWVEZ3FnRRAB!2m1!1s0x0:0x1284d6b5d8550a1e!3m1!1s2@1:CIHM0ogKEICAgMCw-eDgqgE%7CCgwI1JvtvgYQuILOjwE%7C?hl=en"
"Richard Gonzalez","ChIJi4FwSz1awokRfriQhNDZ2J0","64 Fulton St, New York, NY 10038","Seaport Deli","https://www.google.com/maps/search/?api=1&query=Seaport%20Deli&query_place_id=ChIJi4FwSz1awokRfriQhNDZ2J0","google-maps","2025-02-19T21:58:03.384Z","ChdDSUhNMG9nS0VJQ0FnTUNnemNfYm9BRRAB",,,,,,,,,,,,,,,,,"1","This place is extremely overpriced. For some reason they take advantage of being the only deli around the immediate area. Do not give them any money, hopefully they’ll go out of business.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnemNfYm9BRRAB!2m1!1s0x0:0x9dd8d9d08490b87e!3m1!1s2@1:CIHM0ogKEICAgMCgzc_boAE%7CCgwI66fZvQYQwPS6twE%7C?hl=en"
"Dominic Longo","ChIJaV0zg6RZwokRQrFS6No9JbQ","50 W 22nd St, New York, NY 10010","BXL Zoute","https://www.google.com/maps/search/?api=1&query=BXL%20Zoute&query_place_id=ChIJaV0zg6RZwokRQrFS6No9JbQ","google-maps","2025-03-15T09:20:55.690Z","ChZDSUhNMG9nS0VJQ0FnTURRajZLQ1RREAE",,,,,,,,,,,,,,,,,"5","Rare and wonderful place for great variety of Belgian beer (~8 kinds on tap and many more in bottles/ cans), ~6 styles of mussels, plus hearty steak frites, etc. in a laidback atmosphere with attentive and friendly service.

Prices are not cheap, but an evening at BXL is like an evening in Europe without having to fly there!

Beers are about $14, 2 lbs of mussels cost $28. They have an all you can eat mussel special on Sunday and Monday that I have made a mental note to go back for sometime — Yum!

This time I had my mussels marinière style, with white wine and shallots, which was delicious and light. Upon request, they brought some delicious baguette to soak into the broth.

Last time I had the mussels grande-mère style with cream and bacon, which was equally delicious, but definitely more filling.

My partner had the steak frites, which was definitely a nice portion, and cooked to perfection.

We were tempted by the waffle for dessert, but just did not have the room, especially after a Duvel or two!

This place is truly a neighborhood gem. I highly recommend going and exploring the delights of Belgian food in this gentle and enjoyable atmosphere.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRajZLQ1RREAE!2m1!1s0x0:0xb4253ddae852b142!3m1!1s2@1:CIHM0ogKEICAgMDQj6KCTQ%7CCgwI94zVvgYQ0PeUyQI%7C?hl=en"
"Peter Malyshev","ChIJnSESWBpawokRSvsd8IZoA9A","225 Liberty St, New York, NY 10281","Bistro at Le District","https://www.google.com/maps/search/?api=1&query=Bistro%20at%20Le%20District&query_place_id=ChIJnSESWBpawokRSvsd8IZoA9A","google-maps","2025-03-15T13:52:17.667Z","ChdDSUhNMG9nS0VJQ0FnTURRbjZySWlBRRAB",,,,,,,,,,,,,,,,,"4",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRbjZySWlBRRAB!2m1!1s0x0:0xd0036886f01dfb4a!3m1!1s2@1:CIHM0ogKEICAgMDQn6rIiAE%7CCgwIkYzWvgYQsMy5vgI%7C?hl=en"
"Celia Koukouli","ChIJNWOiQ4xZwokRAb0NsqDKXgk","180 Spring St, New York, NY 10012","Bistro Les Amis","https://www.google.com/maps/search/?api=1&query=Bistro%20Les%20Amis&query_place_id=ChIJNWOiQ4xZwokRAb0NsqDKXgk","google-maps","2025-03-15T12:04:39.453Z","ChZDSUhNMG9nS0VJQ0FnTURRcjhHYkl3EAE",,,,,,,,,,,,,,,,,"5","Good service, nice atmosphere and really good French food!",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRcjhHYkl3EAE!2m1!1s0x0:0x95ecaa0b20dbd01!3m1!1s2@1:CIHM0ogKEICAgMDQr8GbIw%7CCgwI19nVvgYQ8Ouo2AE%7C?hl=en"
"MS Bablu","ChIJgd24b_tawokRCDAcN6dqWcg","469 4th Ave, Brooklyn, NY 11215","Olivier Bistro","https://www.google.com/maps/search/?api=1&query=Olivier%20Bistro&query_place_id=ChIJgd24b_tawokRCDAcN6dqWcg","google-maps","2025-03-22T00:29:51.310Z","ChdDSUhNMG9nS0VJQ0FnTUN3OThfdWlBRRAB",,,,,,,,,,,,,,,,,"1",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3OThfdWlBRRAB!2m1!1s0x0:0xc8596aa7371c3008!3m1!1s2@1:CIHM0ogKEICAgMCw98_uiAE%7CCgwI_4j4vgYQwIH5kwE%7C?hl=en"
"Yoeugourthen Hamlaoui","ChIJodEjBqxbwokROc2GBFiBeMc","88 5th Ave, Brooklyn, NY 11217","Pure Bistro","https://www.google.com/maps/search/?api=1&query=Pure%20Bistro&query_place_id=ChIJodEjBqxbwokROc2GBFiBeMc","google-maps","2025-03-07T00:21:22.801Z","ChdDSUhNMG9nS0VJQ0FnTUNRMDVySDlnRRAB",,,,,,,,,,,,,,,,,"5","A stone's throw from the Barclay Center, excellent burgers. Everything is excellent. Several gluten-free options possible.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNRMDVySDlnRRAB!2m1!1s0x0:0xc77881580486cd39!3m1!1s2@1:CIHM0ogKEICAgMCQ05rH9gE%7CCgwIgviovgYQ8KGZ_gI%7C?hl=en"
"Shay S","ChIJbVdc1qhbwokRaavqeeAsyWE","214 Flatbush Ave, Brooklyn, NY 11217","BKLYN CREPE","https://www.google.com/maps/search/?api=1&query=BKLYN%20CREPE&query_place_id=ChIJbVdc1qhbwokRaavqeeAsyWE","google-maps","2025-03-14T04:12:00.829Z","ChdDSUhNMG9nS0VJQ0FnTURRODlybF9BRRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRODlybF9BRRAB!2m1!1s0x0:0x61c92ce079eaab69!3m1!1s2@1:CIHM0ogKEICAgMDQ89rl_AE%7CCgwIkNnOvgYQuOfQiwM%7C?hl=en"
"Tonya Baudek","ChIJ8deyiahZwokRhlYgQNi3KjQ","120 W 55th St, New York, NY 10019","Quality Bistro","https://www.google.com/maps/search/?api=1&query=Quality%20Bistro&query_place_id=ChIJ8deyiahZwokRhlYgQNi3KjQ","google-maps","2025-03-22T02:24:07.124Z","ChZDSUhNMG9nS0VJQ0FnTUN3ejRTNEF3EAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJKE-PZ2FYtrRe23W7NLv-mA-JGJCMqJpj_6xwDwmMNAFQsgxnENAEyyb8PhNpysTTrF_MKOCaKPGU3u134i_Vfi6qmuZIdp63kr3VtidiMxRUimgkgeP3kXUnT1-bEWjXhJXIc-",,,,,,,,,,,,,,,,"5","Top service and an amazing menu! We had a group of 4 and then 2 friends came and they gladly moved us to the best table in the house with no side eyeing 😌. The escargot was perfect, the chicken and French onion soup is to die for according to my friends who live here and dine here often. Such a treat and LOVED the decor!  Forgot to mention the super tasty cocktails and mocktails.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3ejRTNEF3EAE!2m1!1s0x0:0x342ab7d840205686!3m1!1s2@1:CIHM0ogKEICAgMCwz4S4Aw%7CCgsIx774vgYQyM6nOw%7C?hl=en"
